1.540723999999999982e+01,-3.668010000000000215e+00,1.000000000000000000e+00
1.507297999999999938e+01,-1.563460000000000072e+00,1.000000000000000000e+00
-2.371300000000000185e+00,-1.069520999999999944e+01,1.000000000000000000e+00
8.553879999999999484e+00,-1.136483999999999916e+01,1.000000000000000000e+00
-5.921330000000000204e+00,5.253129999999999633e+00,1.000000000000000000e+00
-9.473890000000000811e+00,1.966450000000000031e+00,1.000000000000000000e+00
-1.083816999999999986e+01,1.247430000000000039e+00,1.000000000000000000e+00
1.578833000000000020e+01,-4.210749999999999993e+00,1.000000000000000000e+00
5.440249999999999808e+00,-1.253355999999999959e+01,1.000000000000000000e+00
-3.808009999999999895e+00,-1.278093999999999930e+01,1.000000000000000000e+00
-9.421400000000000219e+00,-7.391999999999999960e-02,1.000000000000000000e+00
1.433233000000000068e+01,-6.961579999999999657e+00,1.000000000000000000e+00
1.029470000000000107e+00,-1.154003999999999941e+01,1.000000000000000000e+00
-4.904679999999999929e+00,6.011389999999999567e+00,1.000000000000000000e+00
-7.246660000000000323e+00,-9.957100000000000506e+00,1.000000000000000000e+00
-6.504480000000000040e+00,-9.605010000000000048e+00,1.000000000000000000e+00
-5.841960000000000264e+00,2.452080000000000037e+00,1.000000000000000000e+00
-1.230890999999999913e+01,8.580699999999999994e-01,1.000000000000000000e+00
5.729309999999999903e+00,-1.359834000000000032e+01,1.000000000000000000e+00
-1.035405000000000086e+01,-3.492309999999999803e+00,1.000000000000000000e+00
-6.913059999999999761e+00,4.468820000000000014e+00,1.000000000000000000e+00
3.640219999999999789e+00,-1.105527999999999977e+01,1.000000000000000000e+00
-5.971479999999999677e+00,-1.082615999999999978e+01,1.000000000000000000e+00
-5.700429999999999886e+00,-5.414950000000000152e+00,1.000000000000000000e+00
-8.067209999999999326e+00,4.859309999999999796e+00,1.000000000000000000e+00
1.057139999999999969e+00,4.793650000000000411e+00,1.000000000000000000e+00
9.113260000000000360e+00,-8.959720000000000795e+00,1.000000000000000000e+00
1.559224999999999994e+01,-3.557529999999999859e+00,1.000000000000000000e+00
1.631325000000000003e+01,-5.811969999999999636e+00,1.000000000000000000e+00
-7.611799999999999677e+00,2.716499999999999915e+00,1.000000000000000000e+00
1.311539999999999928e+01,-3.476850000000000218e+00,1.000000000000000000e+00
7.469400000000000484e-01,-1.303574000000000055e+01,1.000000000000000000e+00
1.023905000000000065e+01,-1.185436999999999941e+01,1.000000000000000000e+00
6.509439999999999671e+00,-1.254292000000000051e+01,1.000000000000000000e+00
1.539497000000000071e+01,-3.524509999999999810e+00,1.000000000000000000e+00
6.042040000000000077e+00,-1.259092000000000056e+01,1.000000000000000000e+00
4.844100000000000072e+00,-1.320423000000000080e+01,1.000000000000000000e+00
1.483211000000000013e+01,-4.306079999999999686e+00,1.000000000000000000e+00
-2.525349999999999984e+00,7.338589999999999947e+00,1.000000000000000000e+00
1.622428999999999988e+01,-2.862890000000000157e+00,1.000000000000000000e+00
3.214379999999999793e+00,-1.284631000000000078e+01,1.000000000000000000e+00
-8.293829999999999814e+00,1.965899999999999870e-01,1.000000000000000000e+00
-1.995610000000000106e+00,6.667760000000000353e+00,1.000000000000000000e+00
5.332189999999999763e+00,-1.122213999999999956e+01,1.000000000000000000e+00
2.623000000000000220e+00,4.803209999999999980e+00,1.000000000000000000e+00
4.088239999999999874e+00,-1.247931999999999952e+01,1.000000000000000000e+00
-9.395260000000000389e+00,-8.599999999999999789e-04,1.000000000000000000e+00
-2.569729999999999848e+00,7.441729999999999734e+00,1.000000000000000000e+00
3.315449999999999786e+00,3.288219999999999921e+00,1.000000000000000000e+00
-9.335729999999999862e+00,1.222920000000000007e+00,1.000000000000000000e+00
1.850799999999999945e-01,-1.260904000000000025e+01,1.000000000000000000e+00
9.453459999999999752e+00,-1.109476000000000084e+01,1.000000000000000000e+00
4.390080000000000204e+00,4.392000000000000071e-02,1.000000000000000000e+00
1.440699000000000041e+01,-4.581979999999999720e+00,1.000000000000000000e+00
-5.681580000000000297e+00,7.758610000000000007e+00,1.000000000000000000e+00
3.534229999999999983e+00,-1.202877999999999936e+01,1.000000000000000000e+00
1.411768000000000001e+01,-1.478129999999999944e+00,1.000000000000000000e+00
-8.154769999999999186e+00,2.497040000000000148e+00,1.000000000000000000e+00
3.884079999999999977e+00,2.964160000000000128e+00,1.000000000000000000e+00
-9.370939999999999159e+00,-5.585600000000000342e+00,1.000000000000000000e+00
-5.143270000000000231e+00,-1.075840999999999958e+01,1.000000000000000000e+00
-7.713129999999999598e+00,2.031039999999999957e+00,1.000000000000000000e+00
7.116430000000000256e+00,-1.015970000000000084e+01,1.000000000000000000e+00
1.342536999999999914e+01,-5.293379999999999974e+00,1.000000000000000000e+00
-6.101510000000000211e+00,6.129260000000000375e+00,1.000000000000000000e+00
-9.464750000000000441e+00,-6.507030000000000314e+00,1.000000000000000000e+00
